"kind","group","element","scenario","period","resolution","file","path"
"elements","bird","bird-rbnu","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rbnu/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-rcki","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rcki/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-revi","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-revi/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-rugr","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rugr/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-rwbl","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rwbl/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-savs","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-savs/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-sosp","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-sosp/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-swsp","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-swsp/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-swth","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-swth/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-tewa","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-tewa/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-tres","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-tres/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-wavi","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wavi/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-wcsp","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wcsp/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-weta","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-weta/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-wewp","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wewp/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-wiwa","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wiwa/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-wiwr","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wiwr/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-wtsp","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wtsp/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-wwcr","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wwcr/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-ybfl","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-ybfl/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-ybsa","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-ybsa/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-yewa","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-yewa/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-yrwa","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-yrwa/landr-scfm-v4/2011/1000m/mean.tif"
"elements","tree","tree-betu-pap","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-betu-pap/landr-scfm-v4/2011/1000m/mean.tif"
"elements","tree","tree-lari-lar","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-lari-lar/landr-scfm-v4/2011/1000m/mean.tif"
"elements","tree","tree-pice-gla","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-pice-gla/landr-scfm-v4/2011/1000m/mean.tif"
"elements","tree","tree-pice-mar","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-pice-mar/landr-scfm-v4/2011/1000m/mean.tif"
"elements","tree","tree-pinu-ban","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-pinu-ban/landr-scfm-v4/2011/1000m/mean.tif"
"elements","tree","tree-popu-tre","landr-scfm-v4","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-popu-tre/landr-scfm-v4/2011/1000m/mean.tif"
"elements","bird","bird-alfl","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-alfl/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-amcr","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-amcr/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-amre","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-amre/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-amro","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-amro/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-atsp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-atsp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-baww","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-baww/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-bbwa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bbwa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-bbwo","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bbwo/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-bcch","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bcch/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-bhco","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bhco/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-bhvi","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bhvi/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-blpw","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-blpw/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-boch","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-boch/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-brbl","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-brbl/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-brcr","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-brcr/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-btnw","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-btnw/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-cawa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-cawa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-chsp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-chsp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-cora","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-cora/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-coye","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-coye/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-deju","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-deju/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-eaki","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-eaki/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-eaph","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-eaph/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-fosp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-fosp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-graj","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-graj/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-heth","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-heth/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-hola","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-hola/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-lcsp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-lcsp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-lefl","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-lefl/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-lisp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-lisp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-mawa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-mawa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-nofl","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-nofl/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-nowa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-nowa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-ocwa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-ocwa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-osfl","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-osfl/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-oven","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-oven/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-pawa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-pawa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-pisi","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-pisi/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-piwo","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-piwo/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-pufi","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-pufi/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-rbgr","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rbgr/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-rbnu","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rbnu/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-rcki","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rcki/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-revi","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-revi/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-rugr","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rugr/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-rwbl","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rwbl/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-savs","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-savs/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-sosp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-sosp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-swsp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-swsp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-swth","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-swth/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-tewa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-tewa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-tres","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-tres/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-wavi","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wavi/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-wcsp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wcsp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-weta","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-weta/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-wewp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wewp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-wiwa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wiwa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-wiwr","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wiwr/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-wtsp","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wtsp/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-wwcr","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wwcr/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-ybfl","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-ybfl/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-ybsa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-ybsa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-yewa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-yewa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-yrwa","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-yrwa/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","tree","tree-betu-pap","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-betu-pap/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","tree","tree-lari-lar","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-lari-lar/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","tree","tree-pice-gla","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-pice-gla/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","tree","tree-pice-mar","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-pice-mar/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","tree","tree-pinu-ban","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-pinu-ban/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","tree","tree-popu-tre","landrcs-fs-v6a","2011","1000m","mean.tif","api/v1/public/wbi-nwt/elements/tree-popu-tre/landrcs-fs-v6a/2011/1000m/mean.tif"
"elements","bird","bird-alfl","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-alfl/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-amcr","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-amcr/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-amre","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-amre/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-amro","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-amro/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-atsp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-atsp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-baww","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-baww/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-bbwa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bbwa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-bbwo","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bbwo/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-bcch","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bcch/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-bhco","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bhco/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-bhvi","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-bhvi/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-blpw","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-blpw/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-boch","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-boch/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-brbl","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-brbl/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-brcr","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-brcr/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-btnw","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-btnw/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-cawa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-cawa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-chsp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-chsp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-cora","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-cora/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-coye","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-coye/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-deju","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-deju/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-eaki","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-eaki/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-eaph","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-eaph/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-fosp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-fosp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-graj","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-graj/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-heth","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-heth/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-hola","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-hola/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-lcsp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-lcsp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-lefl","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-lefl/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-lisp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-lisp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-mawa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-mawa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-nofl","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-nofl/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-nowa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-nowa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-ocwa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-ocwa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-osfl","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-osfl/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-oven","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-oven/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-pawa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-pawa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-pisi","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-pisi/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-piwo","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-piwo/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-pufi","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-pufi/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-rbgr","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rbgr/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-rbnu","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rbnu/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-rcki","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rcki/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-revi","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-revi/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-rugr","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rugr/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-rwbl","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-rwbl/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-savs","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-savs/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-sosp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-sosp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-swsp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-swsp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-swth","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-swth/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-tewa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-tewa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-tres","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-tres/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-wavi","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wavi/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-wcsp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wcsp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-weta","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-weta/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-wewp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wewp/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-wiwa","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wiwa/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-wiwr","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wiwr/landr-scfm-v4/2100/1000m/mean.tif"
"elements","bird","bird-wtsp","landr-scfm-v4","2100","1000m","mean.tif","api/v1/public/wbi-nwt/elements/bird-wtsp/landr-scfm-v4/2100/1000m/mean.tif"
